iter	Passed	Remaining
1663	69694	39203
1664	69727	39156
1665	69775	39117
1666	69820	39077
1667	69868	39039
1668	69907	38995
1669	69953	38956
1670	69996	38914
1671	70041	38874
1672	70086	38834
1673	70125	38790
1674	70163	38747
1675	70209	38707
1676	70250	38664
1677	70294	38624
1678	70336	38582
1679	70381	38542
1680	70426	38501
1681	70464	38458
1682	70503	38414
1683	70551	38375
1684	70594	38334
1685	70637	38293
1686	70679	38251
1687	70726	38212
1688	70761	38166
1689	70796	38121
1690	70833	38076
1691	70875	38034
1692	70914	37991
1693	70960	37951
1694	70999	37908
1695	71036	37863
1696	71066	37815
1697	71099	37768
1698	71144	37728
1699	71179	37683
1700	71219	37640
1701	71259	37597
1702	71298	37553
1703	71331	37507
1704	71373	37465
1705	71410	37421
1706	71451	37379
1707	71485	37333
1708	71522	37288
1709	71572	37251
1710	71613	37209
1711	71645	37162
1712	71679	37116
1713	71720	37073
1714	71761	37031
1715	71804	36990
1716	71849	36949
1717	71890	36907
1718	71928	36863
1719	71963	36818
1720	72005	36777
1721	72052	36737
1722	72095	36696
1723	72141	36656
1724	72188	36617
1725	72236	36578
1726	72268	36531
1727	72307	36488
1728	72343	36443
1729	72384	36401
1730	72418	36355
1731	72461	36314
1732	72513	36277
1733	72557	36237
1734	72601	36196
1735	72652	36158
1736	72698	36119
1737	72734	36074
1738	72777	36032
1739	72818	35990
1740	72855	35946
1741	72897	35904
1742	72934	35860
1743	72975	35818
1744	73017	35776
1745	73059	35734
1746	73094	35689
1747	73134	35646
1748	73174	35604
1749	73213	35560
1750	73258	35520
1751	73306	35481
1752	73344	35438
1753	73381	35394
1754	73427	35353
1755	73469	35312
1756	73510	35269
1757	73546	35225
1758	73595	35187
1759	73637	35145
1760	73669	35098
1761	73711	35057
1762	73756	35016
1763	73790	34970
1764	73829	34927
1765	73877	34888
1766	73921	34848
1767	73968	34808
1768	74010	34766
1769	74058	34727
1770	74103	34687
1771	74141	34643
1772	74187	34604
1773	74224	34560
1774	74268	34519
1775	74312	34478
1776	74360	34439
1777	74404	34398
1778	74447	34357
1779	74491	34316
1780	74526	34271
1781	74567	34229
1782	74605	34185
1783	74642	34141
1784	74681	34098
1785	74721	34055
1786	74758	34011
1787	74801	33970
1788	74839	33926
1789	74873	33881
1790	74918	33840
1791	74964	33800
1792	75002	33757
1793	75041	33714
1794	75082	33672
1795	75126	33631
1796	75161	33586
1797	75206	33545
1798	75242	33501
1799	75277	33456
1800	75314	33412
1801	75356	33370
1802	75393	33326
1803	75428	33282
1804	75474	33242
1805	75522	33202
1806	75568	33163
1807	75613	33122
1808	75653	33080
1809	75706	33043
1810	75746	33000
1811	75786	32957
1812	75837	32919
1813	75873	32875
1814	75917	32834
1815	75967	32796
1816	76016	32757
1817	76057	32715
1818	76089	32669
1819	76127	32626
1820	76164	32582
1821	76209	32541
1822	76253	32500
1823	76295	32459
1824	76340	32418
1825	76385	32378
1826	76422	32334
1827	76459	32290
1828	76502	32248
1829	76541	32205
1830	76586	32165
1831	76634	32126
1832	76676	32084
1833	76718	32042
1834	76760	32000
1835	76800	31958
1836	76837	31914
1837	76880	31873
1838	76923	31831
1839	76957	31786
1840	76999	31744
1841	77047	31705
1842	77093	31665
1843	77131	31622
1844	77167	31577
1845	77205	31534
1846	77252	31494
1847	77285	31449
1848	77331	31409
1849	77376	31368
1850	77418	31327
1851	77465	31287
1852	77501	31243
1853	77537	31199
1854	77580	31157
1855	77628	31118
1856	77668	31075
1857	77711	31034
1858	77751	30991
1859	77796	30951
1860	77843	30911
1861	77891	30872
1862	77937	30831
1863	77981	30791
1864	78028	30751
1865	78073	30710
1866	78111	30667
1867	78137	30619
1868	78183	30579
1869	78226	30537
1870	78263	30493
1871	78295	30448
1872	78327	30402
1873	78371	30361
1874	78415	30320
1875	78459	30279
1876	78501	30237
1877	78539	30194
1878	78578	30151
1879	78623	30111
1880	78662	30068
1881	78699	30024
1882	78737	29981
1883	78775	29937
1884	78815	29895
1885	78859	29854
1886	78904	29814
1887	78946	29772
1888	78987	29730
1889	79019	29684
1890	79061	29642
1891	79101	29600
1892	79140	29557
1893	79175	29513
1894	79214	29470
1895	79255	29428
1896	79307	29390
1897	79344	29346
1898	79382	29303
1899	79421	29260
1900	79456	29216
1901	79498	29174
1902	79543	29133
1903	79587	29092
1904	79622	29048
1905	79649	29001
1906	79688	28958
1907	79731	28917
1908	79778	28877
1909	79818	28835
1910	79864	28794
1911	79910	28754
1912	79952	28712
1913	79987	28668
1914	80029	28626
1915	80067	28583
1916	80098	28538
1917	80147	28498
1918	80198	28460
1919	80246	28420
1920	80282	28376
1921	80318	28332
1922	80353	28288
1923	80395	28247
1924	80436	28205
1925	80474	28161
1926	80510	28117
1927	80552	28076
1928	80594	28034
1929	80638	27993
1930	80680	27952
1931	80725	27911
1932	80767	27869
1933	80810	27828
1934	80850	27785
1935	80892	27744
1936	80937	27703
1937	80971	27659
1938	81017	27618
1939	81055	27575
1940	81097	27533
1941	81139	27492
1942	81184	27451
1943	81225	27409
1944	81259	27365
1945	81295	27321
1946	81334	27278
1947	81376	27237
1948	81413	27193
1949	81453	27151
1950	81488	27107
1951	81528	27064
1952	81574	27024
1953	81608	26980
1954	81649	26938
1955	81692	26896
1956	81730	26853
1957	81777	26813
1958	81818	26771
1959	81862	26730
1960	81898	26687
1961	81937	26644
1962	81972	26600
1963	82015	26559
1964	82047	26514
1965	82084	26470
1966	82130	26430
1967	82172	26388
1968	82211	26346
1969	82252	26304
1970	82288	26260
1971	82327	26217
1972	82370	26176
1973	82418	26136
1974	82455	26093
1975	82503	26053
1976	82547	26012
1977	82592	25971
1978	82635	25930
1979	82675	25888
1980	82710	25844
1981	82748	25801
1982	82789	25759
1983	82824	25715
1984	82865	25673
1985	82906	25631
1986	82951	25590
1987	82986	25547
1988	83022	25503
1989	83057	25459
1990	83100	25418
1991	83137	25375
1992	83169	25330
1993	83206	25287
1994	83244	25244
1995	83277	25200
1996	83311	25156
1997	83353	25114
1998	83393	25072
1999	83425	25027
2000	83465	24985
2001	83509	24944
2002	83546	24901
2003	83593	24861
2004	83631	24818
2005	83675	24777
2006	83718	24735
2007	83762	24695
2008	83807	24654
2009	83849	24612
2010	83886	24569
2011	83920	24525
2012	83965	24484
2013	84012	24444
2014	84049	24401
2015	84079	24356
2016	84119	24314
2017	84157	24271
2018	84200	24230
2019	84239	24187
2020	84284	24146
2021	84331	24106
2022	84367	24063
2023	84403	24019
2024	84443	23977
2025	84473	23932
2026	84517	23891
2027	84562	23850
2028	84599	23807
2029	84652	23769
2030	84695	23728
2031	84747	23689
2032	84799	23650
2033	84846	23610
2034	84877	23565
2035	84922	23524
2036	84964	23482
2037	85003	23440
2038	85038	23397
2039	85070	23352
2040	85112	23310
2041	85149	23268
2042	85198	23228
2043	85241	23186
2044	85285	23145
2045	85332	23105
2046	85374	23063
2047	85416	23022
2048	85462	22981
2049	85505	22940
2050	85549	22899
2051	85586	22856
2052	85633	22816
2053	85671	22773
2054	85713	22731
2055	85756	22690
2056	85801	22649
2057	85847	22609
2058	85886	22566
2059	85926	22524
2060	85973	22484
2061	86017	22443
2062	86062	22402
2063	86092	22357
2064	86134	22315
2065	86172	22273
2066	86212	22230
2067	86255	22189
2068	86307	22150
2069	86349	22108
2070	86391	22067
2071	86433	22025
2072	86483	21985
2073	86524	21943
2074	86570	21903
2075	86606	21860
2076	86655	21820
2077	86698	21778
2078	86740	21737
2079	86777	21694
2080	86826	21654
2081	86876	21614
2082	86920	21573
2083	86964	21532
2084	86998	21488
2085	87033	21445
2086	87078	21404
2087	87119	21362
2088	87163	21321
2089	87203	21279
2090	87242	21237
2091	87288	21196
2092	87330	21154
2093	87367	21111
2094	87403	21068
2095	87443	21026
2096	87491	20986
2097	87537	20945
2098	87581	20904
2099	87618	20861
2100	87656	20818
2101	87702	20778
2102	87745	20736
2103	87789	20695
2104	87827	20653
2105	87864	20610
2106	87906	20568
2107	87946	20526
2108	87992	20485
2109	88034	20443
2110	88072	20401
2111	88115	20360
2112	88158	20318
2113	88195	20275
2114	88233	20233
2115	88276	20191
2116	88312	20148
2117	88353	20106
2118	88400	20066
2119	88445	20025
2120	88484	19982
2121	88524	19940
2122	88564	19898
2123	88600	19855
2124	88638	19813
2125	88683	19772
2126	88720	19729
2127	88750	19685
2128	88789	19642
2129	88819	19598
2130	88862	19557
2131	88907	19516
2132	88941	19472
2133	88989	19432
2134	89032	19391
2135	89069	19348
2136	89109	19306
2137	89157	19266
2138	89199	19224
2139	89247	19184
2140	89295	19143
2141	89340	19102
2142	89383	19061
2143	89423	19019
2144	89463	18977
2145	89505	18935
2146	89556	18895
2147	89601	18854
2148	89645	18813
2149	89690	18772
2150	89731	18730
2151	89773	18688
2152	89811	18646
2153	89848	18603
2154	89891	18562
2155	89935	18521
2156	89975	18479
2157	90014	18436
2158	90054	18394
2159	90098	18353
2160	90138	18311
2161	90181	18269
2162	90226	18228
2163	90265	18186
2164	90303	18144
2165	90347	18102
2166	90388	18060
2167	90434	18020
2168	90473	17977
2169	90516	17936
2170	90555	17894
2171	90596	17852
2172	90634	17809
2173	90672	17767
2174	90725	17727
2175	90773	17687
2176	90816	17646
2177	90854	17603
2178	90887	17560
2179	90932	17519
2180	90977	17477
2181	91015	17435
2182	91059	17394
2183	91103	17352
2184	91142	17310
2185	91183	17269
2186	91217	17225
2187	91250	17182
2188	91291	17140
2189	91331	17098
2190	91375	17057
2191	91415	17015
2192	91459	16974
2193	91504	16932
2194	91549	16891
2195	91574	16847
2196	91618	16805
2197	91654	16762
2198	91694	16720
2199	91729	16678
2200	91764	16635
2201	91803	16592
2202	91837	16549
2203	91878	16508
2204	91923	16466
2205	91963	16424
2206	92007	16383
2207	92055	16343
2208	92099	16301
2209	92138	16259
2210	92177	16217
2211	92208	16174
2212	92248	16132
2213	92288	16090
2214	92336	16049
2215	92381	16008
2216	92420	15966
2217	92459	15924
2218	92503	15882
2219	92546	15841
2220	92592	15800
2221	92637	15759
2222	92677	15717
2223	92720	15675
2224	92765	15634
2225	92803	15592
2226	92853	15552
2227	92897	15510
2228	92939	15469
2229	92983	15427
2230	93029	15386
2231	93068	15344
2232	93104	15301
2233	93151	15261
2234	93199	15220
2235	93239	15178
2236	93274	15135
2237	93321	15094
2238	93368	15054
2239	93406	15011
2240	93456	14971
2241	93499	14929
2242	93542	14888
2243	93584	14846
2244	93620	14804
2245	93662	14762
2246	93711	14721
2247	93757	14680
2248	93794	14638
2249	93829	14595
2250	93870	14553
2251	93915	14512
2252	93952	14470
2253	94005	14430
2254	94049	14388
2255	94093	14347
2256	94139	14306
2257	94175	14264
2258	94216	14222
2259	94264	14181
2260	94310	14140
2261	94348	14098
2262	94398	14057
2263	94442	14016
2264	94477	13973
2265	94516	13931
2266	94550	13888
2267	94594	13847
2268	94639	13805
2269	94678	13763
2270	94710	13720
2271	94741	13677
2272	94773	13634
2273	94809	13591
2274	94853	13550
2275	94895	13508
2276	94943	13467
2277	94985	13426
2278	95030	13385
2279	95072	13343
2280	95116	13302
2281	95161	13260
2282	95209	13220
2283	95248	13178
2284	95290	13136
2285	95335	13095
2286	95378	13053
2287	95427	13012
2288	95468	12971
2289	95513	12929
2290	95554	12887
2291	95593	12845
2292	95634	12804
2293	95682	12763
2294	95726	12721
2295	95770	12680
2296	95805	12637
2297	95849	12596
2298	95893	12554
2299	95927	12512
2300	95963	12469
2301	96001	12427
2302	96043	12385
2303	96089	12344
2304	96138	12304
2305	96179	12262
2306	96222	12220
2307	96264	12179
2308	96307	12137
2309	96349	12095
2310	96390	12053
2311	96425	12011
2312	96459	11968
2313	96494	11926
2314	96537	11884
2315	96582	11843
2316	96617	11800
2317	96661	11759
2318	96698	11717
2319	96736	11675
2320	96775	11633
2321	96815	11591
2322	96862	11550
2323	96903	11508
2324	96945	11466
2325	96985	11424
2326	97023	11382
2327	97065	11340
2328	97103	11298
2329	97140	11256
2330	97177	11214
2331	97214	11172
2332	97260	11130
2333	97307	11089
2334	97347	11047
2335	97391	11006
2336	97433	10964
2337	97478	10923
2338	97525	10882
2339	97572	10841
2340	97608	10799
2341	97660	10758
2342	97706	10717
2343	97745	10675
2344	97791	10634
2345	97880	10597
2346	98013	10565
2347	98145	10533
2348	98193	10492
2349	98234	10450
2350	98279	10409
2351	98317	10366
2352	98360	10325
2353	98408	10283
2354	98456	10242
2355	98498	10200
2356	98541	10159
2357	98576	10116
2358	98617	10074
2359	98659	10033
2360	98704	9991
2361	98747	9950
2362	98787	9908
2363	98834	9866
2364	98872	9824
2365	98911	9782
2366	98957	9741
2367	99007	9700
2368	99046	9657
2369	99089	9616
2370	99130	9574
2371	99170	9532
2372	99210	9490
2373	99253	9448
2374	99293	9406
2375	99336	9365
2376	99380	9323
2377	99423	9281
2378	99463	9239
2379	99502	9197
2380	99545	9156
2381	99589	9114
2382	99627	9072
2383	99668	9030
2384	99710	8988
2385	99745	8946
2386	99788	8904
2387	99826	8862
2388	99868	8820
2389	99907	8778
2390	99943	8736
2391	99981	8694
2392	100020	8652
2393	100062	8610
2394	100104	8568
2395	100141	8526
2396	100196	8485
2397	100238	8443
2398	100283	8402
2399	100318	8359
2400	100356	8317
2401	100403	8276
2402	100443	8234
2403	100486	8192
2404	100533	8151
2405	100571	8109
2406	100609	8067
2407	100653	8025
2408	100694	7983
2409	100741	7942
2410	100785	7900
2411	100828	7858
2412	100864	7816
2413	100905	7774
2414	100943	7732
2415	100981	7690
2416	101022	7648
2417	101063	7606
2418	101100	7564
2419	101139	7522
2420	101184	7481
2421	101228	7439
2422	101271	7397
2423	101315	7356
2424	101357	7314
2425	101394	7272
2426	101443	7231
2427	101487	7189
2428	101524	7147
2429	101567	7105
2430	101644	7066
2431	101686	7024
2432	101731	6982
2433	101779	6941
2434	101827	6899
2435	101866	6858
2436	101904	6815
2437	101946	6774
2438	101991	6732
2439	102027	6690
2440	102069	6648
2441	102107	6606
2442	102143	6564
2443	102183	6522
2444	102232	6480
2445	102272	6439
2446	102315	6397
2447	102354	6355
2448	102395	6313
2449	102435	6271
2450	102475	6229
2451	102514	6187
2452	102555	6145
2453	102593	6103
2454	102634	6061
2455	102676	6020
2456	102715	5978
2457	102767	5936
2458	102810	5895
2459	102854	5853
2460	102891	5811
2461	102940	5770
2462	102985	5728
2463	103029	5686
2464	103070	5644
2465	103114	5603
2466	103160	5561
2467	103205	5519
2468	103238	5477
2469	103281	5435
2470	103326	5394
2471	103362	5352
2472	103393	5309
2473	103438	5268
2474	103478	5226
2475	103520	5184
2476	103561	5142
2477	103598	5100
2478	103637	5058
2479	103681	5016
2480	103722	4975
2481	103758	4932
2482	103794	4890
2483	103837	4849
2484	103879	4807
2485	103923	4765
2486	103971	4724
2487	104007	4682
2488	104043	4639
2489	104080	4597
2490	104123	4556
2491	104161	4514
2492	104195	4472
2493	104230	4429
2494	104278	4388
2495	104326	4346
2496	104368	4305
2497	104412	4263
2498	104450	4221
2499	104490	4179
2500	104531	4137
2501	104574	4096
2502	104615	4054
2503	104661	4012
2504	104699	3970
2505	104740	3928
2506	104782	3887
2507	104829	3845
2508	104873	3803
2509	104923	3762
2510	104966	3720
2511	105008	3678
2512	105050	3636
2513	105085	3594
2514	105133	3553
2515	105178	3511
2516	105225	3469
2517	105272	3428
2518	105315	3386
2519	105355	3344
2520	105398	3302
2521	105439	3261
2522	105485	3219
2523	105521	3177
2524	105569	3135
2525	105614	3094
2526	105658	3052
2527	105704	3010
2528	105749	2968
2529	105793	2927
2530	105832	2885
2531	105881	2843
2532	105921	2801
2533	105957	2759
2534	105996	2717
2535	106035	2675
2536	106076	2634
2537	106121	2592
2538	106159	2550
2539	106196	2508
2540	106239	2466
2541	106272	2424
2542	106317	2383
2543	106360	2341
2544	106395	2299
2545	106437	2257
2546	106479	2215
2547	106514	2173
2548	106550	2131
2549	106578	2089
2550	106624	2048
2551	106664	2006
2552	106711	1964
2553	106760	1922
2554	106805	1881
2555	106839	1839
2556	106881	1797
2557	106926	1755
2558	106963	1713
2559	106998	1671
2560	107034	1629
2561	107083	1588
2562	107128	1546
2563	107170	1504
2564	107218	1463
2565	107257	1421
2566	107301	1379
2567	107353	1337
2568	107394	1295
2569	107424	1253
2570	107468	1212
2571	107512	1170
2572	107557	1128
2573	107592	1086
2574	107632	1044
2575	107662	1003
2576	107705	961
2577	107749	919
2578	107794	877
2579	107830	835
2580	107868	794
2581	107912	752
2582	107952	710
2583	107993	668
2584	108034	626
2585	108076	585
2586	108116	543
2587	108160	501
2588	108206	459
2589	108245	417
2590	108289	376
2591	108326	334
2592	108376	292
2593	108413	250
2594	108459	208
2595	108490	167
2596	108535	125
2597	108569	83
2598	108612	41
2599	108660	0
