iter	Accuracy	Logloss
421	0.7701231265	0.4667901716
422	0.7701745219	0.4667495393
423	0.7703320173	0.466583885
424	0.7703900311	0.4665376477
425	0.7703079742	0.4663905629
426	0.7702905495	0.4662578267
427	0.7703112834	0.466175037
428	0.7704314988	0.4661250549
429	0.7705102465	0.4661245553
430	0.770434808	0.4659662283
431	0.7705342896	0.4659330175
432	0.7704621603	0.4658929649
433	0.7704008373	0.4658762741
434	0.7705998004	0.4657507697
435	0.770593182	0.4656991907
436	0.7705417866	0.4656097914
437	0.7705450958	0.46558608
438	0.7706172251	0.4655741687
439	0.7706478866	0.4655510461
440	0.7706511958	0.4655097349
441	0.7707059004	0.4654787251
442	0.7706884757	0.4654439277
443	0.7707813389	0.4653700139
444	0.7707025912	0.4653483602
445	0.7708633958	0.4653060954
446	0.770760605	0.4652382323
447	0.7707879573	0.4651753337
448	0.7707332527	0.4651482924
449	0.7707365619	0.4651428607
450	0.7707059004	0.4651057948
451	0.7707266343	0.4650508742
452	0.7706719297	0.4649522017
453	0.7707233251	0.4648803295
454	0.770805382	0.4648514911
455	0.770805382	0.4648507223
456	0.7708775112	0.4648132118
457	0.7707125188	0.4647078741
458	0.7706818573	0.4646855414
459	0.7707572958	0.4646469507
460	0.7707572958	0.4646381269
461	0.7708086912	0.4645764438
462	0.7708600866	0.4645605621
463	0.7708393527	0.4645352801
464	0.7708700142	0.4645191039
465	0.7708940573	0.4644703947
466	0.7709147911	0.4644413897
467	0.7707639142	0.464388808
468	0.7708459711	0.4643495093
469	0.7709039849	0.4643005151
470	0.7709794234	0.4642848077
471	0.7708700142	0.464223017
472	0.7708733234	0.464183941
473	0.770821928	0.4641579994
474	0.770928028	0.4640968596
475	0.7710034665	0.4640613899
476	0.7711303003	0.4640119657
477	0.771253825	0.4639495129
478	0.7712844865	0.4638072492
479	0.7712911049	0.46374467
480	0.7712911049	0.4637270602
481	0.771315148	0.4636981843
482	0.771315148	0.4636703956
483	0.7713665434	0.4636362998
484	0.7714386726	0.4636017284
485	0.7715721249	0.4635536976
486	0.7715480818	0.4634910652
487	0.7715754341	0.4634888309
488	0.7715721249	0.4634704153
489	0.7715721249	0.4634520816
490	0.7715480818	0.4634479266
491	0.7718257926	0.4633881018
492	0.7719559356	0.4633420057
493	0.7720247557	0.4633136017
494	0.7719078495	0.4632651193
495	0.7720512294	0.4632357836
496	0.772068654	0.4632004575
497	0.7719899064	0.4631970134
498	0.7720719633	0.4631390884
499	0.7720139495	0.4631205972
500	0.7720379925	0.4630598415
501	0.7722261494	0.4630145659
502	0.7722228402	0.4630008554
503	0.7722261494	0.4629949607
504	0.7721846817	0.4629686364
505	0.7721026248	0.4629619482
506	0.7723562925	0.4628896032
507	0.7722435741	0.4628270262
508	0.7722501925	0.4628127342
509	0.7723289402	0.4628010065
510	0.772280854	0.4627786075
511	0.7722568109	0.4627658988
512	0.7721780632	0.4627390461
513	0.7722535017	0.4626796307
514	0.7723770263	0.4626458674
515	0.7724524648	0.4626187845
516	0.7723223217	0.4625746155
517	0.772349674	0.4625292439
518	0.772349674	0.4624713796
519	0.7721714448	0.4624383487
520	0.7722601201	0.4622887627
521	0.7723629109	0.4622341098
522	0.7723115155	0.4622123332
523	0.7724350401	0.4621587987
524	0.7724350401	0.4621587987
525	0.7724284217	0.4621476781
526	0.7724043786	0.4621412319
527	0.7724043786	0.4621283324
528	0.7724109971	0.4620586479
529	0.7724076878	0.4620347772
530	0.7724864355	0.4620191011
531	0.772386954	0.4619879324
532	0.7724143063	0.4619660319
533	0.7723082063	0.4618900826
534	0.7724176155	0.4617857861
535	0.7724623924	0.4617468098
536	0.7724657017	0.4617289608
537	0.7724963632	0.4617007874
538	0.7725892263	0.4616477848
539	0.7726373125	0.4616188865
540	0.7726373125	0.4615996426
541	0.7726920171	0.4615842251
542	0.772667974	0.4615533155
543	0.7726953263	0.4615260773
544	0.7727226786	0.4614800929
545	0.7727566493	0.4614293539
546	0.7727359154	0.4613672007
547	0.7726779016	0.4613410699
548	0.7726057723	0.4613237382
549	0.7727052539	0.4613100602
550	0.7727052539	0.461308539
551	0.7727806924	0.4611734939
552	0.7728561308	0.4611467595
553	0.7728014262	0.4611081417
554	0.7727773832	0.46109577
555	0.7729895831	0.4610241826
556	0.7729829647	0.4610012388
557	0.7731371508	0.4609701669
558	0.7731371508	0.4609049969
559	0.7732432508	0.4608667189
560	0.7733219985	0.4608423226
561	0.7734314077	0.4607951615
562	0.7735615507	0.4607375873
563	0.77356486	0.4607194103
564	0.77356486	0.4607190425
565	0.7735375077	0.4606942585
566	0.7735375077	0.4606941832
567	0.7735233922	0.4606285083
568	0.7735474353	0.4606006809
569	0.7737157369	0.4604774922
570	0.7736502261	0.4604281861
571	0.7736742691	0.4604248356
572	0.7737256645	0.4604085622
573	0.7738284553	0.4603756818
574	0.773801103	0.4603544453
575	0.7738765415	0.4603346581
576	0.7738558076	0.4603112455
577	0.7738864691	0.4602699064
578	0.7738383829	0.4601951113
579	0.7738416921	0.4601519928
580	0.7738690444	0.4601084359
581	0.7738176491	0.4600952213
582	0.7738789721	0.4600451803
583	0.7738242675	0.4600164729
584	0.7737761813	0.460000178
585	0.7737969152	0.4599773465
586	0.7738209583	0.4599453272
587	0.7738450013	0.459908551
588	0.7738997059	0.4598382588
589	0.7739303674	0.4598273585
590	0.7739303674	0.4598016234
591	0.7740058059	0.459734184
592	0.774135949	0.4597098443
593	0.7741052875	0.4596029625
594	0.7741599921	0.4595880759
595	0.7742080782	0.459545827
596	0.7742594736	0.459508445
597	0.7742561644	0.4594023373
598	0.7742594736	0.4593751916
599	0.7742387397	0.4593347874
600	0.7742453582	0.4593068122
601	0.774242049	0.4592184048
602	0.7742868259	0.4591925225
603	0.7743415305	0.4591725045
604	0.7742594736	0.4591464507
605	0.7743688828	0.4591218562
606	0.7742594736	0.4591010816
607	0.7743349121	0.4590776787
608	0.7743655736	0.4590484216
609	0.7743929259	0.4590452434
610	0.7744103506	0.4589918816
611	0.7743349121	0.4589565475
612	0.7744103506	0.4589315542
613	0.7743316029	0.4589013304
614	0.7743042506	0.4588925548
615	0.7743829983	0.4588768325
616	0.774249546	0.4588623623
617	0.7742221937	0.4588520657
618	0.7742221937	0.458803963
619	0.7742528552	0.4587885623
620	0.7742976322	0.4586814784
621	0.7742943229	0.4586439682
622	0.7744211568	0.4586171658
623	0.774318366	0.4585781118
624	0.7743971137	0.4585578786
625	0.7743730706	0.4585211307
626	0.7743763798	0.4585040415
627	0.7743216752	0.4584893325
628	0.7743457183	0.4584764283
629	0.7743490275	0.4584536169
630	0.7744725522	0.4584011713
631	0.7744277752	0.4583616203
632	0.7744791706	0.4583525434
633	0.7744999045	0.4583364303
634	0.7745512999	0.4583196869
635	0.774660709	0.4582743711
636	0.7745960768	0.4582274034
637	0.7746234291	0.4582159797
638	0.7747776153	0.458154453
639	0.7746682061	0.4581013467
640	0.7745927676	0.4580590413
641	0.7746375446	0.4580300186
642	0.7746408538	0.4580173548
643	0.7746408538	0.4579831881
644	0.7746955584	0.4579593082
645	0.7747709968	0.4579388605
646	0.7747709968	0.4579214222
647	0.7748257014	0.4578184401
648	0.774819083	0.4578075414
649	0.7747917307	0.4577699126
650	0.7747917307	0.4577688574
651	0.7747917307	0.4577417196
652	0.7747436445	0.457723488
653	0.7749558445	0.4576346639
654	0.7749558445	0.4576184837
655	0.7749591537	0.4576033645
656	0.7749765784	0.4575520491
657	0.7750279738	0.4575181196
658	0.7750520168	0.4574021645
659	0.7751514984	0.45738856
660	0.7751481892	0.4573517947
661	0.7751481892	0.4573517923
662	0.7752302461	0.4573088444
663	0.7752542892	0.4572136576
664	0.7752302461	0.4571895209
665	0.7752816415	0.4571701073
666	0.7753089938	0.4571670168
667	0.7753844322	0.4571348085
668	0.7754664891	0.4571156128
669	0.7754184029	0.4571011366
670	0.7753943599	0.4570860582
671	0.7753976691	0.4570578094
672	0.7754184029	0.4570341958
673	0.7754697983	0.4570065808
674	0.7755004598	0.4569614879
675	0.7755311213	0.4569330156
676	0.7755278121	0.4568415403
677	0.7756579552	0.4567920557
678	0.7756372213	0.4567559142
679	0.7755278121	0.4567166823
680	0.7756197967	0.4566755099
681	0.7756438397	0.456656231
682	0.7756164874	0.4566341705
683	0.7756678828	0.4566276342
684	0.7756645736	0.4565759724
685	0.7756645736	0.4565755264
686	0.775647149	0.4565427659
687	0.7758461121	0.4565224696
688	0.7757739828	0.4564934825
689	0.775777292	0.4564407562
690	0.7758079535	0.4564098654
691	0.775777292	0.4563853958
692	0.7757499397	0.4563478656
693	0.7757258966	0.4563149517
694	0.7757839104	0.4562336587
695	0.7757872196	0.4561980938
696	0.7757424427	0.4561627377
697	0.7757905289	0.455990167
698	0.7758211904	0.4559708115
699	0.7758211904	0.455925868
700	0.7758452335	0.4559087793
701	0.775838615	0.4558842817
702	0.7758659673	0.4558744865
703	0.7758626581	0.4558509488
704	0.7760168443	0.455792875
705	0.7760201535	0.4557875881
706	0.7761403689	0.4557558674
707	0.776164412	0.455735973
708	0.7761950735	0.4557228274
709	0.7761710304	0.4557050754
710	0.7763011735	0.4556569704
711	0.7764039642	0.4556410483
712	0.7763832304	0.4555340702
713	0.7763351442	0.4555057107
714	0.7763044827	0.4554944511
715	0.776331835	0.4554521284
716	0.7764205103	0.4554063375
717	0.7764926396	0.4553821157
718	0.7765133734	0.4553426593
719	0.7764959488	0.4552920277
720	0.7764959488	0.4552673495
721	0.7765780057	0.4552182084
722	0.7765780057	0.4552122453
723	0.7765813149	0.4552038015
724	0.7765572718	0.4551629478
725	0.7766119764	0.4551369606
726	0.7765572718	0.4551248423
727	0.7765846241	0.4551072713
728	0.7766119764	0.4550933534
729	0.7765879333	0.4550849314
730	0.7766841056	0.4550565721
731	0.7766327102	0.4549760543
732	0.776629401	0.4549268112
733	0.7768043211	0.4549185311
734	0.7766774872	0.4549015649
735	0.7766501349	0.4548864754
736	0.776742998	0.4548698419
737	0.7767943934	0.4548019653
738	0.7768424796	0.4547880008
739	0.7768010119	0.4547455687
740	0.776849098	0.4547381877
741	0.7769792411	0.4546487893
742	0.7769038026	0.4546230269
743	0.7769311549	0.4546132564
744	0.7769377733	0.4545602709
745	0.776886378	0.4545448994
746	0.7768797595	0.4544708599
747	0.7770646072	0.454413327
748	0.7770372549	0.45439687
749	0.7770372549	0.4543915626
750	0.7769891687	0.4543797901
751	0.7769924779	0.4543700213
752	0.7769585072	0.4543545
753	0.7770985779	0.4542891457
754	0.777122621	0.4542774906
755	0.7771433549	0.4542577072
756	0.7771980595	0.4542430303
757	0.7770985779	0.4541705207
758	0.7771565917	0.454142029
759	0.7771806348	0.4541315787
760	0.7772593825	0.454075474
761	0.7771532825	0.4540269304
762	0.777396144	0.4539328986
763	0.7772626917	0.4539101088
764	0.7772693101	0.4538269392
765	0.7773140871	0.4538029269
766	0.7773447486	0.453718843
767	0.7772660009	0.4536770509
768	0.7773173963	0.4536656413
769	0.7773687917	0.453566882
770	0.777420187	0.4535477459
771	0.7774748916	0.4534478092
772	0.7776390054	0.453415236
773	0.7777177531	0.4534067917
774	0.7777484146	0.4533016026
775	0.7777931916	0.4532786582
776	0.777844587	0.4532590173
777	0.7778992915	0.4532014637
778	0.7778992915	0.4531642341
779	0.7779233346	0.4531240718
780	0.77779981	0.4531020021
781	0.7778818669	0.4530856423
782	0.7778545146	0.4530677148
783	0.7778851761	0.4530315348
784	0.7779332623	0.453017357
785	0.7779606146	0.4530080375
786	0.7780219376	0.4529947766
787	0.7780186284	0.4529577002
788	0.7780426715	0.4528993001
789	0.7781214191	0.452874641
790	0.7781247283	0.4528586621
791	0.778097376	0.4528309565
792	0.7780492899	0.4528192276
793	0.7782100944	0.4528110627
794	0.7782341375	0.4527884972
795	0.7783270007	0.4527502206
796	0.7784778776	0.4527209336
797	0.7783750868	0.4526958499
798	0.7784024391	0.452680277
799	0.7785665529	0.452640724
800	0.7787141206	0.4525326234
801	0.7787141206	0.4524711334
802	0.7787174298	0.452458869
803	0.7784878052	0.4523643298
804	0.7786146391	0.4523016847
805	0.7786113299	0.4522344663
806	0.7785872868	0.4522275339
807	0.7786627253	0.4522178167
808	0.7787414729	0.4522045394
809	0.7786419914	0.4521696016
810	0.7786453006	0.4521457251
811	0.778802796	0.4521114673
812	0.7787928683	0.4520842107
813	0.7787688252	0.4520761726
814	0.7787961775	0.4520409275
815	0.7787141206	0.4520269852
816	0.778765516	0.4519929922
817	0.7788169114	0.4519517668
818	0.7788649976	0.451928883
819	0.778916393	0.4518927141
820	0.7789437453	0.4518831689
821	0.7788923499	0.4518177324
822	0.7788956591	0.4517924682
823	0.7788442637	0.4517840764
824	0.7788923499	0.4517632923
825	0.7789536729	0.4517303835
826	0.7789602913	0.4516593157
827	0.7789362482	0.451569229
828	0.7788914713	0.451552405
829	0.779039039	0.4515208843
830	0.7791418298	0.4514732241
831	0.7792205774	0.4514209537
832	0.7792686636	0.4513717552
833	0.7792413113	0.4513638935
834	0.7792686636	0.4512893005
835	0.7794054251	0.451194251
836	0.7794393958	0.4511380697
837	0.7793606481	0.4511281786
838	0.779336605	0.4510957685
839	0.7793332958	0.451031694
840	0.7793092527	0.4510118046
841	0.779336605	0.4509944356
842	0.7793606481	0.4509401877
843	0.7793573389	0.4508736394
844	0.7793573389	0.4508600533
845	0.7795662297	0.4507679436
846	0.779617625	0.4507319961
847	0.7796143158	0.4507173888
848	0.779601079	0.4506885133
849	0.7796218129	0.4506427732
850	0.7795944606	0.4506049172
851	0.7795977698	0.4505826734
852	0.7796251221	0.4505788118
853	0.7796284313	0.4505633423
854	0.7797826174	0.4505159947
855	0.7797826174	0.4505056332
856	0.7797312221	0.4504618357
857	0.7798754806	0.4504364467
858	0.7799334944	0.4503741373
859	0.7799028329	0.4503594049
860	0.7799028329	0.4503589479
861	0.7797967329	0.4503007794
862	0.7799061421	0.4502710694
863	0.7799990052	0.4502560656
864	0.7799268759	0.4502194004
865	0.7799476098	0.4502049158
866	0.7799990052	0.4501726139
867	0.7800470914	0.4501547394
868	0.7800263575	0.4501393541
869	0.7801225298	0.4501075445
870	0.7802734068	0.4500720074
871	0.780170616	0.4500643615
872	0.7800843713	0.450012997
873	0.7801772344	0.4499923456
874	0.7801979683	0.4499805262
875	0.7801739252	0.4499564241
876	0.7801225298	0.4498741836
877	0.7801225298	0.4498548172
878	0.7800951775	0.449839778
879	0.7801225298	0.4498125342
880	0.7800131207	0.4497455835
881	0.7799650345	0.449711955
882	0.7799890776	0.4496661813
883	0.7800951775	0.4496383283
