iter	Accuracy	Logloss
884	0.7800678253	0.4496127131
885	0.7800918683	0.4496065203
886	0.7801192206	0.4495545273
887	0.7802460545	0.4495317208
888	0.7802700976	0.4495167502
889	0.7802493637	0.449498893
890	0.7802012775	0.4494894517
891	0.7802526729	0.4494607113
892	0.7802526729	0.4494507577
893	0.7802253206	0.4494463303
894	0.7802908314	0.4494202654
895	0.7803389176	0.4493594673
896	0.7802875222	0.4493340157
897	0.7804143561	0.4492979884
898	0.7804690607	0.4492858827
899	0.7805030314	0.4491985684
900	0.780557736	0.4491647592
901	0.7804723699	0.4491204913
902	0.7804997222	0.4491050069
903	0.7804756791	0.4490926821
904	0.7805478084	0.4490689323
905	0.7805478084	0.4490676331
906	0.7805718514	0.4490538963
907	0.780602513	0.4490465032
908	0.7806572175	0.4490295638
909	0.7806572175	0.4490147486
910	0.7806505991	0.4489997876
911	0.7806505991	0.4489993038
912	0.7806505991	0.4489798082
913	0.7807260376	0.4489607639
914	0.7807500807	0.4489431134
915	0.7807533899	0.448899049
916	0.7807533899	0.4488899663
917	0.7807227284	0.4488421779
918	0.7806953761	0.4488210353
919	0.7806953761	0.4488187269
920	0.7806199376	0.4487880209
921	0.7806953761	0.4487495622
922	0.7806953761	0.4487490811
923	0.7805925853	0.4487333599
924	0.7807194192	0.4487155396
925	0.7807675053	0.4486864881
926	0.7808702961	0.4486521638
927	0.7808943392	0.4486073329
928	0.7808396346	0.4485580114
929	0.7808122823	0.4485513142
930	0.7808330162	0.4485424271
931	0.7808089731	0.4485345244
932	0.7808330162	0.4485256623
933	0.7809150731	0.448493732
934	0.7809324977	0.4484746524
935	0.7809324977	0.4484721197
936	0.7811248424	0.44840194
937	0.7811074178	0.4483542522
938	0.7809805839	0.4483338579
939	0.7810079362	0.4483207262
940	0.7811314608	0.4482982464
941	0.7810833747	0.4482842705
942	0.7810866839	0.4482585371
943	0.7811762378	0.4482142978
944	0.7811248424	0.448201536
945	0.7811041085	0.4481870407
946	0.7814365239	0.4481147749
947	0.7814299055	0.4481023452
948	0.7814572578	0.4480785941
949	0.7814299055	0.4480658723
950	0.781354467	0.4480182725
951	0.7812997624	0.4480002967
952	0.7813204963	0.4479876797
953	0.7813238055	0.4479758472
954	0.7813238055	0.4479744062
955	0.7813271147	0.4479292439
956	0.7814058624	0.4479099975
957	0.7813818193	0.4478957296
958	0.7813818193	0.4478783125
959	0.7813818193	0.4478749925
960	0.7813818193	0.4478311293
961	0.7813818193	0.4478292869
962	0.7814058624	0.4478134833
963	0.781354467	0.4477978384
964	0.7813238055	0.4477659314
965	0.7815020348	0.4477249703
966	0.7815534301	0.4477122185
967	0.7815534301	0.4476988571
968	0.7817009979	0.4476838279
969	0.7816769548	0.447676779
970	0.7815600486	0.4476241376
971	0.7815807824	0.4476065459
972	0.7815982071	0.4475903494
973	0.7815468117	0.4475742695
974	0.7815708548	0.4475542095
975	0.7815708548	0.4475524119
976	0.7815227686	0.4475460136
977	0.7816496025	0.4474958239
978	0.7815774732	0.4474686678
979	0.7815260778	0.4474583191
980	0.7815435025	0.4474365881
981	0.7815948979	0.4474283107
982	0.7816736456	0.447416735
983	0.7816736456	0.4473739435
984	0.7816496025	0.4473667846
985	0.7816222502	0.4473520499
986	0.7816222502	0.4473509435
987	0.7816976887	0.4473316878
988	0.781725041	0.4473225066
989	0.781749084	0.4473118474
990	0.7817971702	0.4472960439
991	0.7818518748	0.4472429377
992	0.7818518748	0.4472419019
993	0.7818518748	0.4472362701
994	0.7817391564	0.4472166397
995	0.7817665087	0.4472076718
996	0.7818419472	0.4471908279
997	0.7818452564	0.4471696314
998	0.7819753994	0.4471535257
999	0.7820267948	0.4471100305
1000	0.782074881	0.4470878079
1001	0.782074881	0.4470343656
1002	0.7820508379	0.4470067199
1003	0.7820781902	0.4470005813
1004	0.7820781902	0.4469992878
1005	0.7820781902	0.4469989185
1006	0.7821470103	0.4469580065
1007	0.7821984056	0.4469345541
1008	0.7823045056	0.4468898028
1009	0.7822257579	0.4468473878
1010	0.7822017149	0.4468102536
1011	0.7823865625	0.4467731538
1012	0.7824752378	0.4467367123
1013	0.7823724471	0.4467147979
1014	0.7823724471	0.4467130081
1015	0.7823417856	0.4466578319
1016	0.7823417856	0.4466563087
1017	0.7823210517	0.446632227
1018	0.7823691378	0.4466209741
1019	0.7823964901	0.4466139229
1020	0.7824511947	0.4465427861
1021	0.7824511947	0.4465424315
1022	0.7825299424	0.4465258812
1023	0.7825813378	0.4465140541
1024	0.7825025901	0.4464581536
1025	0.7825025901	0.4464566721
1026	0.7825025901	0.4464447872
1027	0.7824818562	0.4464175116
1028	0.7824752378	0.4463943096
1029	0.7825440579	0.4463700421
1030	0.7824992809	0.4463457136
1031	0.782523324	0.4463329293
1032	0.7825473671	0.446324939
1033	0.7826228056	0.4463105386
1034	0.7825473671	0.446299665
1035	0.7825747194	0.4462862092
1036	0.7825747194	0.4462803089
1037	0.7826261148	0.4462275516
1038	0.7826261148	0.4461899642
1039	0.7826534671	0.4461867592
1040	0.7827289055	0.4461227837
1041	0.7827081717	0.4460820659
1042	0.7828142716	0.4460627596
1043	0.7828383147	0.4460293899
1044	0.7828175808	0.4459924024
1045	0.782865667	0.4459749732
1046	0.7828930193	0.4459683084
1047	0.7828930193	0.4459677429
1048	0.7828689762	0.4459657708
1049	0.7828416239	0.4459558686
1050	0.7829684578	0.4459160994
1051	0.7829411055	0.4458991291
1052	0.7830505147	0.4458748262
1053	0.7830231624	0.4458670854
1054	0.7830472055	0.4458592275
1055	0.7830472055	0.4458580815
1056	0.7829858824	0.4458257584
1057	0.7830679393	0.4458128628
1058	0.7831533054	0.4457965358
1059	0.7830472055	0.445783757
1060	0.7830745578	0.4457778506
1061	0.7830438962	0.445757656
1062	0.7830919824	0.4457428908
1063	0.7831160255	0.4457361787
1064	0.783040587	0.4457298672
1065	0.7831160255	0.4457146201
1066	0.7832155071	0.4456844131
1067	0.7832735209	0.4456575972
1068	0.7833282255	0.445642297
1069	0.7833041824	0.4456281149
1070	0.7833249162	0.4456141521
1071	0.7833489593	0.4455773274
1072	0.7833249162	0.4455628785
1073	0.7832494778	0.4454978924
1074	0.7832975639	0.4454891379
1075	0.7832942547	0.4454839359
1076	0.7833456501	0.4454661656
1077	0.7833456501	0.4454531812
1078	0.7833149886	0.4453844675
1079	0.7834078517	0.4453574543
1080	0.7834078517	0.4453562888
1081	0.7834078517	0.4453545856
1082	0.7833597656	0.4453391124
1083	0.7834559379	0.4453191696
1084	0.7834318948	0.4453041392
1085	0.7834318948	0.4452908268
1086	0.7834559379	0.4452802764
1087	0.7834592471	0.4452687981
1088	0.7834658655	0.4452340578
1089	0.7835139517	0.4451732956
1090	0.7835139517	0.4451715515
1091	0.7834932178	0.4451439751
1092	0.7834932178	0.4451423371
1093	0.7834965271	0.4451217688
1094	0.7834998363	0.4451193264
1095	0.7834998363	0.4451033578
1096	0.7835238794	0.445097568
1097	0.7835479224	0.4450914677
1098	0.7834791024	0.4450773197
1099	0.7835031455	0.445075529
1100	0.7835031455	0.4450406671
1101	0.7834791024	0.4450125098
1102	0.783533807	0.4450072908
1103	0.783533807	0.4450063134
1104	0.7835031455	0.4449946627
1105	0.7834484409	0.4449593069
1106	0.7834757932	0.4449026891
1107	0.7835031455	0.4448888879
1108	0.7835271886	0.44486777
1109	0.7834583685	0.4448195716
1110	0.7834583685	0.444814727
1111	0.78348903	0.4447860204
1112	0.7834409439	0.4447672904
1113	0.7834682962	0.4447127853
1114	0.7836224823	0.4446780376
1115	0.7836432162	0.4446476134
1116	0.7836365978	0.4446339684
1117	0.7836573316	0.4446007716
1118	0.7836365978	0.4445914379
1119	0.7836365978	0.4445651351
1120	0.7836092455	0.4445601094
1121	0.7835852024	0.4445574844
1122	0.7835852024	0.4445565288
1123	0.7836191731	0.444540068
1124	0.7836224823	0.4444931986
1125	0.7836498346	0.4444712947
1126	0.7837285823	0.4444592269
1127	0.7837285823	0.4444571905
1128	0.7837285823	0.4444558789
1129	0.7837526254	0.4444495584
1130	0.7836979208	0.4444400604
1131	0.7837766684	0.4444211188
1132	0.78370123	0.4443932747
1133	0.7839001931	0.4443765309
1134	0.7838968839	0.4443591623
1135	0.7838968839	0.444358429
1136	0.7839001931	0.4443242124
1137	0.7838487977	0.4443038402
1138	0.7838007115	0.4442791279
1139	0.78394497	0.4442647005
1140	0.78394497	0.4442600176
1141	0.7840543792	0.444255473
1142	0.7840477608	0.4442406021
1143	0.7840817315	0.4442112781
1144	0.7841812131	0.4441917855
1145	0.78422599	0.4441760011
1146	0.7841779039	0.4441699069
1147	0.7841779039	0.4441559308
1148	0.7841538608	0.4441344586
1149	0.7842052562	0.444115288
1150	0.7842566516	0.4441015172
1151	0.7842806946	0.4440860188
1152	0.7843047377	0.4440678508
1153	0.7843254716	0.4440622069
1154	0.7843287808	0.4440497366
1155	0.7843113561	0.4440403374
1156	0.7843353992	0.4440352374
1157	0.7843627515	0.4440227019
1158	0.7843834854	0.4440090199
1159	0.7843867946	0.4439840884
1160	0.7843867946	0.4439763039
1161	0.7844589239	0.4439494391
1162	0.7845650239	0.4439406106
1163	0.7845310531	0.4439097668
1164	0.7845244347	0.4438838251
1165	0.7845244347	0.4438731521
1166	0.7844730393	0.4438510404
1167	0.7844282624	0.443806787
1168	0.78450701	0.4437707079
1169	0.7845310531	0.4437673925
1170	0.7846852393	0.4437544793
1171	0.7846885485	0.4437267761
1172	0.7846885485	0.4437174669
1173	0.7846645054	0.4437039647
1174	0.7847366347	0.4436861068
1175	0.7846371531	0.4436484916
1176	0.7847366347	0.4435935128
1177	0.7847847208	0.4435859356
1178	0.784763987	0.4435646352
1179	0.7848601593	0.4435503956
1180	0.7848394254	0.4435160236
1181	0.7848875116	0.4435111471
1182	0.7849422162	0.4434861012
1183	0.7849903024	0.4434657416
1184	0.7850864747	0.4434392401
1185	0.784938907	0.4434274911
1186	0.7849629501	0.4434197908
1187	0.7849869932	0.4434038028
1188	0.7849629501	0.4433841983
1189	0.7849936116	0.4433608444
1190	0.7849455254	0.4433524406
1191	0.7849728777	0.4433390593
1192	0.7849247915	0.4432970151
1193	0.7849728777	0.4432943331
1194	0.7849115547	0.4432785766
1195	0.7849355978	0.4432231732
1196	0.7849836839	0.4432094002
1197	0.7849903024	0.4431828142
1198	0.7849903024	0.4431683684
1199	0.7849455254	0.4431268581
1200	0.7849936116	0.4431166281
1201	0.7849662593	0.4431002683
1202	0.7849662593	0.4430988725
1203	0.784938907	0.4430784045
1204	0.7849869932	0.4430564937
1205	0.7849322886	0.4430208967
1206	0.7849322886	0.443012576
1207	0.7849803747	0.4429935505
1208	0.7849563316	0.4429922103
1209	0.7849563316	0.4429890735
1210	0.7850350793	0.4429624913
1211	0.7851105178	0.4429465679
1212	0.7851652224	0.4429306953
1213	0.7851552948	0.4429169226
1214	0.785158604	0.4429047028
1215	0.7851312517	0.4428953941
1216	0.7852000717	0.4428689615
1217	0.7853269056	0.4428523282
1218	0.7853235964	0.4428354794
1219	0.7853235964	0.4428258114
1220	0.7853235964	0.442772444
1221	0.7853990348	0.4427285631
1222	0.785402344	0.4427225643
1223	0.7854089625	0.4426562235
1224	0.7854089625	0.4426485819
1225	0.7854603578	0.4426345289
1226	0.7853816102	0.4426143955
1227	0.7853302148	0.4426072727
1228	0.7854330055	0.442576608
1229	0.7854056532	0.4425561945
1230	0.7854363148	0.4425298944
1231	0.7854296963	0.4425173038
1232	0.7855391055	0.4424822621
1233	0.7855871917	0.4424604986
1234	0.7855424147	0.44242611
1235	0.7856211624	0.4424052577
1236	0.7855971193	0.4423914227
1237	0.7855730762	0.4423761714
1238	0.7855971193	0.4423434305
1239	0.7856244716	0.4423157919
1240	0.7856277808	0.4423030115
1241	0.7856037377	0.4422940388
1242	0.7856343993	0.4422814501
1243	0.7857338808	0.4422616875
1244	0.7857032193	0.4422289922
1245	0.7856932917	0.4422140913
1246	0.7856932917	0.4422098332
1247	0.7856692486	0.4421970167
1248	0.7856452055	0.4421840447
1249	0.7856485147	0.442151848
1250	0.7856485147	0.4421335937
1251	0.7856485147	0.4421301524
1252	0.785675867	0.4421207074
1253	0.785675867	0.4421148735
1254	0.7856791762	0.4420813207
1255	0.7857338808	0.4420658723
1256	0.7858333624	0.4420347224
1257	0.7857852762	0.4420264489
1258	0.7858366716	0.4420187823
1259	0.7857678515	0.4420034112
1260	0.7858399808	0.4419825869
1261	0.7857885854	0.4419631078
1262	0.7858366716	0.4419446201
1263	0.7857885854	0.4419295997
1264	0.7858640239	0.4418990753
1265	0.7859601962	0.4418669253
1266	0.78591211	0.4418582984
1267	0.7859361531	0.4417675444
1268	0.7858847577	0.4417502352
1269	0.7858366716	0.4417422542
1270	0.7858607147	0.4417405815
1271	0.7859154193	0.4417288006
1272	0.7858126285	0.4416982714
1273	0.7859361531	0.4416773247
1274	0.7858673331	0.4416641956
1275	0.7858640239	0.4416510635
1276	0.7858847577	0.4416324344
1277	0.7859875485	0.4416084678
1278	0.7858847577	0.4415760689
1279	0.7858366716	0.4415674464
1280	0.7858607147	0.4415324302
1281	0.7858847577	0.4415222441
1282	0.7858847577	0.4415209183
1283	0.78584329	0.4415035401
1284	0.7858946854	0.4414907796
1285	0.7858465992	0.441467977
1286	0.7858739515	0.4414557863
1287	0.7858979946	0.441437828
1288	0.7859253469	0.4414125464
1289	0.7859253469	0.4414093993
1290	0.7859253469	0.4413927322
1291	0.7858499084	0.4413789539
1292	0.78577447	0.4413634593
1293	0.7858225561	0.4413396754
1294	0.7857918946	0.4413124116
1295	0.7858126285	0.4412880216
1296	0.7858399808	0.4412742228
1297	0.7858399808	0.4412661823
1298	0.7858913762	0.4412519029
1299	0.7860007854	0.4412403302
1300	0.7860215192	0.4412271757
1301	0.786079533	0.4411821511
1302	0.786079533	0.4411743188
1303	0.7861309284	0.4411618298
1304	0.7861309284	0.4411604226
1305	0.7861068853	0.4411542662
1306	0.7861516623	0.4411420109
1307	0.7861516623	0.4411341195
1308	0.7861068853	0.4411092225
1309	0.7861035761	0.4411044404
1310	0.7861276192	0.4410754315
1311	0.7861342376	0.4410286694
1312	0.7861101945	0.4410147396
1313	0.7860314469	0.4409959219
1314	0.7860040946	0.4409920213
1315	0.786079533	0.4409803774
1316	0.7861309284	0.440962487
1317	0.7861309284	0.440950421
1318	0.7861549715	0.4409283787
1319	0.7861790146	0.4409140858
1320	0.78623041	0.4408898728
1321	0.7862370284	0.4408700919
1322	0.7862096761	0.4408601003
1323	0.7861408561	0.4408292958
1324	0.7861135038	0.4408100612
1325	0.7862643807	0.4407772718
1326	0.7861889422	0.4407542525
1327	0.7862370284	0.440718403
1328	0.7862643807	0.4407105093
1329	0.786291733	0.4406971585
1330	0.7863398192	0.4406775604
1331	0.7863398192	0.4406696366
1332	0.7862884238	0.4406613374
1333	0.7862884238	0.4406598245
1334	0.7862884238	0.4406566724
1335	0.7863704807	0.4406370894
1336	0.7863704807	0.4406253079
1337	0.7864011422	0.4405931384
1338	0.7864284945	0.4405758557
1339	0.7864284945	0.4405578553
1340	0.7864525376	0.4405461774
1341	0.7865006237	0.4405385097
1342	0.786527976	0.4405355205
1343	0.7865072422	0.4405312037
1344	0.7865345944	0.4405050747
1345	0.7865345944	0.4405021093
1346	0.7865345944	0.4404987769
1347	0.7866481915	0.4404537168
1348	0.7866722345	0.4404355401
1349	0.7866001053	0.4404200112
1350	0.7866001053	0.4404161592
1351	0.7865793714	0.4404072622
1352	0.7866854714	0.4403848155
1353	0.786808996	0.4403553783
1354	0.7867642191	0.4403233735
1355	0.7867128237	0.4403156132
1356	0.7868363483	0.4402842947
1357	0.7868570822	0.4402801423
1358	0.7868330391	0.4402547396
1359	0.7868330391	0.4402426805
1360	0.7867849529	0.4402143915
1361	0.7867576006	0.4401827286
1362	0.7867576006	0.4401699052
1363	0.786853773	0.4401368876
1364	0.7867816437	0.4401178278
1365	0.7868637006	0.440105572
1366	0.7868637006	0.4400727495
1367	0.7868637006	0.4400485327
1368	0.7868844345	0.4400178074
1369	0.7868570822	0.4400042769
1370	0.7868297299	0.4399924415
1371	0.7868330391	0.4399650455
1372	0.7868570822	0.4399406172
1373	0.7869292115	0.4399291241
1374	0.7868985499	0.4398896523
1375	0.786922593	0.4398538996
1376	0.7869499453	0.4398283501
1377	0.7869839161	0.4398113885
1378	0.786959873	0.4397726134
1379	0.7869325207	0.4397606077
1380	0.7868811253	0.4397552805
1381	0.7870046499	0.4397072385
1382	0.7869739884	0.4396855757
1383	0.7870013407	0.439667905
1384	0.7869772976	0.4396481595
1385	0.7869499453	0.4396339493
1386	0.786922593	0.4396229208
1387	0.7869739884	0.4396143348
1388	0.7870013407	0.4396061882
1389	0.7869499453	0.4395895364
1390	0.7869980315	0.4395593832
1391	0.7870220746	0.4395461666
1392	0.7870220746	0.4395238921
1393	0.7870461177	0.4395110686
1394	0.7870975131	0.4394998391
1395	0.7870975131	0.4394928436
1396	0.7871248654	0.4394784988
1397	0.7871522177	0.4394755034
1398	0.7871248654	0.4394668541
1399	0.7871795699	0.4394517835
1400	0.7871555269	0.4394345512
1401	0.7871762607	0.4394231463
1402	0.7871762607	0.439409474
1403	0.7873064038	0.4393778414
1404	0.7872550084	0.4393659556
1405	0.7872516992	0.439356144
1406	0.7872757423	0.4393482051
1407	0.7873785331	0.4393338637
1408	0.7873511808	0.4393184449
1409	0.7872964762	0.4393055941
1410	0.7872658147	0.4392923016
1411	0.787293167	0.439276232
1412	0.7872724331	0.4392692189
1413	0.7873238285	0.4392543772
1414	0.7873238285	0.4392526192
1415	0.7872997854	0.4392422882
1416	0.7872724331	0.4392354627
1417	0.7872550084	0.4392213798
1418	0.7872309653	0.4392059802
1419	0.7873304469	0.4391975757
1420	0.7874605899	0.4391854563
1421	0.7874332377	0.4391676311
1422	0.7874332377	0.4391639997
1423	0.7874572807	0.4391438944
1424	0.7875053669	0.4391338538
1425	0.7876081577	0.4391186234
1426	0.7875874238	0.4390947016
1427	0.7876180853	0.439070547
1428	0.7875940422	0.4390486419
1429	0.7875666899	0.43902882
1430	0.7874879422	0.4390040027
1431	0.7874638992	0.4389954135
1432	0.7873677268	0.4389905314
1433	0.7873950791	0.4389811231
1434	0.7873983883	0.438967898
1435	0.7874497837	0.4389579018
1436	0.7875011791	0.4389378293
1437	0.7874497837	0.4389175211
1438	0.7874978699	0.4388988923
1439	0.7874224314	0.4388719957
1440	0.7874705176	0.4388397908
1441	0.7874365469	0.4388306506
1442	0.7874638992	0.4388214965
1443	0.7874638992	0.4388200673
1444	0.787415813	0.4387957237
1445	0.7873917699	0.4387874117
1446	0.7873917699	0.4387783057
1447	0.7873917699	0.4387511309
1448	0.7874978699	0.4387417305
1449	0.7874497837	0.4387357242
1450	0.787521913	0.4387243069
1451	0.7875699991	0.4386967643
1452	0.7874705176	0.4386751944
1453	0.7874945607	0.4386579604
1454	0.7874705176	0.4386502855
1455	0.787521913	0.4386357959
1456	0.7874945607	0.4385987822
1457	0.7874672084	0.438591169
1458	0.7874945607	0.438581982
1459	0.7875252222	0.4385425508
1460	0.7874912515	0.438514069
1461	0.787545956	0.438496766
1462	0.7875492653	0.4384868128
1463	0.7876827175	0.4384511381
1464	0.7877067606	0.4384303439
1465	0.7878128606	0.4383984172
1466	0.7877374221	0.4383887842
1467	0.7876105883	0.4383655333
1468	0.7876346314	0.4383552003
1469	0.7876072791	0.4383461354
1470	0.7877341129	0.4383006065
1471	0.7877341129	0.4382832152
1472	0.7877100698	0.4382792839
1473	0.7877341129	0.438263971
1474	0.7877341129	0.4382509104
1475	0.7877341129	0.4382334413
1476	0.7877614652	0.4382258892
1477	0.7878609468	0.4381929878
1478	0.7878849899	0.4381846733
1479	0.7878468313	0.438149507
1480	0.7878708744	0.4381309473
1481	0.7878741836	0.4381218948
1482	0.787994399	0.4381094708
1483	0.7879910898	0.4381037192
1484	0.7880424852	0.4380820912
1485	0.788100499	0.43807031
1486	0.7880971898	0.438065503
1487	0.7880971898	0.4380585452
1488	0.7880283698	0.438040991
1489	0.7880043267	0.4380353614
1490	0.7880349882	0.4380145021
1491	0.7880349882	0.4380132626
1492	0.7880590313	0.4380003146
1493	0.7881038082	0.4379831797
1494	0.7881071174	0.4379684212
1495	0.7881038082	0.4379616874
1496	0.7880797651	0.4379589277
1497	0.7880797651	0.437948882
1498	0.7881825559	0.4379319276
1499	0.7881071174	0.4379276973
1500	0.7881759375	0.4379050522
1501	0.788206599	0.4379002109
1502	0.7881759375	0.4378835792
1503	0.7881999806	0.437878787
1504	0.7882032898	0.4378711366
1505	0.7882032898	0.4378699278
1506	0.7882032898	0.4378607335
1507	0.7882306421	0.4378531685
1508	0.7882032898	0.4378309103
1509	0.7882306421	0.437813591
1510	0.7882820375	0.4378020187
1511	0.7882853467	0.437782535
1512	0.788312699	0.4377766908
1513	0.788312699	0.4377705182
1514	0.7883914466	0.4377491763
1515	0.7883881374	0.4377378461
1516	0.7884395328	0.4377284361
1517	0.7884154897	0.437720508
1518	0.788442842	0.4377093824
1519	0.7884187989	0.4377010917
1520	0.7884187989	0.437687655
1521	0.7884701943	0.4376800137
1522	0.7884975466	0.4376622642
1523	0.7884975466	0.4376533966
1524	0.7884942374	0.4376488878
1525	0.7884221082	0.437630031
1526	0.7883980651	0.4375910871
1527	0.7884701943	0.4375725357
1528	0.7885215897	0.4375586051
1529	0.7886003374	0.4375416785
1530	0.7885762943	0.437534048
1531	0.788548942	0.4375287399
1532	0.7885729851	0.4375183483
1533	0.788723862	0.4374836291
1534	0.7886965097	0.4374661919
1535	0.788723862	0.4374566076
1536	0.788723862	0.4374465562
1537	0.7886998189	0.4374443021
1538	0.7886724666	0.4374374755
1539	0.7886724666	0.4374324677
1540	0.7886484236	0.4374214866
1541	0.788723862	0.437417109
1542	0.7887304805	0.43740701
1543	0.7887304805	0.4374028699
1544	0.7887031282	0.4373966085
1545	0.7887578328	0.4373841268
1546	0.7887818758	0.437376879
1547	0.7887370989	0.4373586598
1548	0.7887064374	0.4373480217
1549	0.7887064374	0.4373455667
1550	0.7887512143	0.4373331166
1551	0.7887271712	0.4373089043
1552	0.7887752574	0.4372808216
1553	0.7887785666	0.4372681037
1554	0.7888026097	0.437229772
1555	0.7887993005	0.4372139201
1556	0.7887752574	0.437207214
1557	0.7888233436	0.4372010594
1558	0.7888473867	0.4371848718
1559	0.7888473867	0.4371771048
1560	0.7887993005	0.4371670416
1561	0.7888506959	0.4371579171
1562	0.7889020913	0.4371361782
1563	0.7889054005	0.4371296764
1564	0.7888780482	0.4371169794
1565	0.7888780482	0.4371004138
1566	0.7888714298	0.4370879682
1567	0.788943559	0.4370717549
1568	0.7888714298	0.4370502778
1569	0.7889468682	0.4370362837
1570	0.7889709113	0.437027002
1571	0.7889709113	0.4370194611
1572	0.7889468682	0.4370147641
1573	0.7889808389	0.4369912107
1574	0.7889808389	0.4369714876
1575	0.7890803205	0.4369372609
1576	0.789004882	0.4369265394
1577	0.7890562774	0.4369098618
1578	0.7890836297	0.4369070609
1579	0.7890836297	0.4369055022
1580	0.7890836297	0.4368909638
1581	0.7890355435	0.4368777699
1582	0.7890628958	0.4368478191
1583	0.7890355435	0.4368424063
1584	0.7890628958	0.4368340745
1585	0.7890902481	0.4368172656
1586	0.789066205	0.4368095783
1587	0.7890902481	0.4368042104
1588	0.7891142912	0.4367973179
1589	0.7890836297	0.4367754937
1590	0.7890562774	0.4367653927
1591	0.7890529682	0.4367384766
1592	0.7890322343	0.4367269246
1593	0.7890562774	0.4366983276
1594	0.7890289251	0.4366903242
1595	0.7889534866	0.4366782768
1596	0.7889261344	0.4366697213
1597	0.7889534866	0.4366649603
1598	0.7889534866	0.436658888
1599	0.7889567959	0.4366488388
1600	0.7889808389	0.4366172009
1601	0.7889808389	0.436608842
1602	0.7890355435	0.4365943764
1603	0.7891209096	0.4365760355
1604	0.7891449527	0.4365632855
1605	0.7892411251	0.4365368921
1606	0.7892684774	0.4365097642
1607	0.7892104636	0.436489592
1608	0.7892137728	0.4364799804
1609	0.7892345066	0.4364605698
1610	0.7891623774	0.4364412267
1611	0.7891864205	0.4364372491
1612	0.7891416435	0.4364001325
1613	0.7890935573	0.4363932407
1614	0.7891689958	0.4363868157
1615	0.7891449527	0.4363776123
1616	0.789066205	0.436362387
1617	0.7890388527	0.4363553297
1618	0.7890628958	0.4363461587
1619	0.7890628958	0.4363418747
1620	0.7891416435	0.4363288249
1621	0.7891416435	0.4363044254
1622	0.7890902481	0.4362918602
1623	0.7891590682	0.4362693248
1624	0.7890869389	0.4362568058
1625	0.7891350251	0.4362451193
1626	0.7891864205	0.4362153612
1627	0.7891897297	0.4361939171
1628	0.7891864205	0.4361822655
1629	0.7892104636	0.4361744708
1630	0.7892378159	0.4361666208
1631	0.7891864205	0.4361417852
1632	0.7892378159	0.4361229336
1633	0.7892618589	0.4361119721
1634	0.7893372974	0.4360985507
1635	0.7893132543	0.4360929686
1636	0.7893580313	0.4360821759
1637	0.7893099451	0.4360763073
1638	0.7893613405	0.4360574789
1639	0.7893372974	0.4360477012
1640	0.7893580313	0.4360384296
1641	0.7892585497	0.4360226588
1642	0.7893613405	0.4359991521
1643	0.7893099451	0.4359849458
1644	0.7892345066	0.4359695025
1645	0.7892345066	0.4359609209
1646	0.7892411251	0.4359397061
1647	0.7891930389	0.435930039
1648	0.7893613405	0.4359107815
1649	0.7892651682	0.4358881332
1650	0.7892378159	0.435880413
1651	0.7892892112	0.4358728837
1652	0.7892825928	0.4358619349
1653	0.7892345066	0.4358443951
1654	0.7891864205	0.4358410309
1655	0.7891897297	0.4358328715
1656	0.7892378159	0.4358247501
1657	0.7892618589	0.4358136562
1658	0.7892618589	0.4358131285
1659	0.789285902	0.4358020266
1660	0.7894160451	0.4357903927
1661	0.7893406066	0.4357754283
1662	0.7893372974	0.4357659573
1663	0.7893406066	0.4357583068
1664	0.7893646497	0.4357419902
1665	0.7893646497	0.4357345382
1666	0.7893646497	0.4356771802
1667	0.7894193543	0.435666582
1668	0.7894400882	0.4356586764
1669	0.7895122174	0.4356139142
1670	0.7895636128	0.4356119253
1671	0.7895122174	0.4355971564
1672	0.7895122174	0.4355834888
1673	0.7894608221	0.4355721579
1674	0.7893613405	0.4355601843
1675	0.7893787652	0.4355523661
1676	0.7894301605	0.4355453149
1677	0.7894542036	0.4355420228
1678	0.7894301605	0.4355340555
1679	0.7893787652	0.4354889841
1680	0.7894301605	0.4354748294
1681	0.7894301605	0.4354688401
1682	0.7894508944	0.4354576878
1683	0.7894782467	0.435445555
1684	0.7894301605	0.4354341441
1685	0.7894848651	0.4354221036
1686	0.7894301605	0.4354174455
1687	0.7894848651	0.4354029654
1688	0.7894848651	0.4353982457
1689	0.7894848651	0.4353914564
1690	0.7894608221	0.4353799666
1691	0.7894334698	0.4353703219
1692	0.7894608221	0.4353633415
1693	0.7894881744	0.4353511297
1694	0.7895155266	0.4353491914
1695	0.7894641313	0.4353378877
1696	0.7894641313	0.4353328168
1697	0.7895702312	0.4353187034
1698	0.7895975835	0.435316241
1699	0.7896216266	0.4353003167
1700	0.7895942743	0.4352971635
1701	0.7895702312	0.4352800207
1702	0.7896489789	0.4352707851
1703	0.7896489789	0.4352600212
1704	0.7897517697	0.4352489341
1705	0.7897277266	0.4352433426
1706	0.7897824312	0.4352318481
1707	0.7897857404	0.4352292823
1708	0.7898611789	0.435220378
1709	0.7897824312	0.4352026206
1710	0.7897857404	0.4351911623
1711	0.7898951496	0.4351838962
1712	0.7899225019	0.4351724312
1713	0.7898984588	0.4351589098
1714	0.7898951496	0.4351554357
1715	0.7898097835	0.4351420342
1716	0.7898097835	0.4351181258
1717	0.7898371358	0.4350918714
1718	0.7897310358	0.4350732222
1719	0.7897550789	0.4350720234
1720	0.7897069927	0.4350608895
